id,author,title,venue,address,publisher,editor,date,volume,pages
735,"david w. aha, dennis kibler, and marc k. albert.",instance-based learning algorithms.,"machine learning,",,,,january 1991.,6(1),"37-66,"
736,"d. w. aha, d. kibler, and m. albert.",instance-based learning algorithms.,"machine learning,",,,,1991.,6:,"37 -66,"
737,d. aha and d. kibler.,noise-tolerant instance-based learning algorithms.,"machine learning,",,,,1991.,8:,"794-799,"
738,"david w. aha, dennis kibler, and marc k. albert.",instance-based learning algorithms.,"machine learning,",,,,1991.,6(1),"37-66,"
739,"d. aha, d. kibler, and m. albert.",instance-based learning algorithms.,"machine learning,",,,,1991.,6:,"37-66,"
740,"d. w. aha, d. kibler, and j. k. albert.",instance-based learning algorithms.,"machine learning,",,,,1991.,6(1),"37-66,"
741,"david w. aha, dennis kibler, and marc k. albert.",instance-based learning algorithms.,"machine learning,",,,,1991.,6,"37-66,"
742,"aha, d., kibler, d., and albert, m.,","""instance-based learning algorithms,""","machine learning,",,,,1991.,"6,","37-66,"
743,"d. w. aha, d. kibler, and m. k. al-bert.",instance-based learning algorithms.,"machine learning,",,,,1991.,6,"37-66,"
744,"d.w. aha, d. kibler, and m.k. albert,",instance-based learning algorithms.,"machine learning,",,,,,"6,",37-66.
745,"d. aha, d. kibler, and m. albert.",instance-based learning algorithms.,"machine learning,",,,,1991.,"6: 3766,",
746,"aha dw, kibler d, albert mk.","instance-based learning methods,",machine learning,,,,1991;,6:,37-66.
747,"fahlman, s.e. and lebiere, c.,","the cascade-correlation learning architecture,",,"carnegie-mellon university, pittsburgh, pa:",,,,,
748,s.e. fahlman and c. lebiere:,"the cascade-correlation learning architecture,",,"carnegie-mellon university, pittsburgh, pa:",,,,,
749,"fahlman, s. e. & lebiere, c.","the cascade-correlation learning architec ture,",,"school of computer science, carnegie mellon university, pittsburgh, pa 15213.",,,,,
750,"fahlman, s. e. and lebiere,c.",the cascade-correlation learning architecture.,,carnegie-mellon universtity.,,,,,
751,"fahlman, s. e. and lebiere, c.",the cascade-correlation learning architecture.,,"school of computer science, carnegie mellon university, pittsburgh, pa 15213.",,,,,
752,"fahlman, s. e. and lebiere, c.",the cascade-correlation learning architecture.,,"school of computer science, carnegie mellon university, pittsburgh, pa.",,,,,
753,"fahlman, s. e. and lebiere, c.",the cascade-correlation learning architecture.,,"school of computer science, carnegie-mellon university, pittsburgh, pa.",,,,,
754,"fahlman, s. e., & lebiere, c.",cascade-correlation learning architecture,,"carnegie mellon university, computer science department. pittsburgh, pa:",,,,,
755,"fahlman, s., and lebiere, c.",the cascade-correlation learning architecture.,,"carnegie mellon university, pittsburgh.",,,,,
756,s. e. fahlman and c. lebiere.,the cascade-correlation learning architecture.,,"school of computer science, carnegie-mellon university, pitts-burgh,pa",,,,,
757,"fahlman s. e., lebiere c.,","the cascade-correlation learning architecture,",,"carnegie mellon university,",,,,,
758,"fahlman, s. and lebiere, c.",the cascade-correlation learning architecture.,,"school of computer science, carnegie-mellon university, pittsburgh, pa 15213.",,,,,
759,"s. e. fahlman and c. lebiere,","the cascade-correlation learning architecture,",,"school of computer science, carnegie mellon university, pittsburgh, pa 15213,",,,,,
760,s. e. fahlman and c. lebiere.,the cascade-correlation learning architecture.,,"carnegie mellon university,",,,,,
761,"s. e. fahlman and c. lebiere,","""the cascade-correlation learning architecture"",",,,,,,,
762,scott e. fahlman and christian lebiere.,the cascade-correlation learning architecture.,,"carnegie mellon university, school of computer science,",,,,,
763,"fahlman, s., lebiere, c.:","the cascade-correlation learning architecture,",,"carnegie mellon university, pittsburgh, pa,",,,,,
764,"s. fahlman and c. lebiere,","the casade-correlation learning architecture,",,"carnegie mellon university, school of computer science,",,,,,
765,"s. e. fahlman and c. lebiere,","""the cascade correlation learning architecture"",",,carnegie mellon computer science,,,,,
766,"fahlman, s. and lebiere, c.","""the cascade-correlation learning architecture"".",,,,,,,
767,scott e. fahlman and christian lebiere.,the cascade-correlation learning architecture.,,"school of computer science, carnegie mellon university, pittsburgh, pa 15213,",,,,,
768,s. e. fahlman and christian lebiere.,the cascade-correlation learning architecture.,,"school of computer science, carnegie mellon university, pittsburgh, pa 15213,",,,,,
769,"s. fahlman and c. lebiere,","""the cascade-correlation learning architecture,""",,,,,,,
770,"s. fahlman and c. lebiere,","""the cascade-correlation learning architecture,""",,"school of computer science, carnegie-mellon university, pittsburgh, pa,",,,,,
771,s. e. fahlman and c. lebiere.,the cascade-correlation learning architecture.,,"school of computer science, carnegie-mellon university, pittsburgh, pa,",,,,,
772,scott e. fahlman and christian lebiere.,the cascade-correlation learning architecture.,,"school of computer science, carnegie mellon university, pittsburgh, pa,",,,,,
773,"fahlman, s. e. & lebiere, c.",the cascade-correlation learning architecture.,,"school of computer science, carnegie-mellon university, pittsburgh, pa.",,,,,
774,"fahlman, scott e., and lebiere,","christi an, ""the cascade--correlation learning architecture"",",,"carnegie mellon university, computer science department, pittsburgh, pa,",,,,,
775,"fahlman, s. e. and lebiere, c.,","the cascade-correlation learning architecture,",,,,,,,
776,"s.e. fahlman, c. lebiere,","""the cascade-correlation learning algorithm"",",,"carnegie mel-lon university,",,,,,
777,"s.e. fahlman and c. lebiere,","the cascade-correlation learning architecture,","advances in neural information processing 2,","san mateo, ca:","morgan kauffman,","d.s. touretzky,ed.",,,524-532
778,scott e. fahlman and christian lebiere.,the cascade-correlation learning architecture.,"in ,",,,,,,"pages 524-532,"
779,"fahlman, s. & lebiere, c.",the cascade-correlation learning architecture.,"advances in neural information processing systems (volume 2),","san mateo, ca.",morgan kaufmann.,"in touretzky, d., editor,",,,"(pp. 524-532),"
780,"fahlman, s. & lebiere, c.",the cascade-correlation learning architecture.,advances in neural information processing systems (volume 2).,"san ma-teo, ca.","morgan kaufmann,","in touretzky, d., editor,",,,
781,"fahlman, s. & lebiere, c.",the cascade-correlation learning architecture.,advances in neural information processing systems (volume 2).,"palo alto, ca.","morgan kaufmann,","in touretzky, d., editor,",,,
782,"fahlman, s. e. & c.","lebiere (1990), the cascade-correlation learning architecture,","in advances in neural information processing systems 2,","san mateo,","morgan kaufmann,","d.s. touretzky, ed.,",,,pp. 524-532.
783,"fahlman, s. e. & lebiere, c.",the cascade-correlation learning architecture.,advances in neural information processing systems (vol.,"denver, co:",morgan kaufmann.,,,,2) (pp. 524-532).
784,"fahlman, s. e. & lebiere, c.",the cascade-correlation learning architecture.,"advances in neural information processing systems (volume 2),","san mateo, ca.",morgan kaufmann.,"in touretzky, d., editor,",,,"(pp. 524-532),"
785,"fahlman, s. e. & lebiere, c.","the cascade-correlation learning architecture,","""advances in neural information processing systems"",",,morgan kaufmann.,"in d. touret-zky, ed.,",,"vol. 2,",
786,"fahlman, s. e. & lebiere, c.","the cascade-correlation learning architecture,","`advances in neural information processing systems',",,morgan kaufmann.,"in d. touretsky, ed.,",,"vol. 2,",
787,"fahlman, s. e. & lebiere, c.","the cascade-correlation learning architecture,","""advances in neural information processing systems"",",,morgan kaufmann.,"in d. touretzky, ed.,",,"vol. 2,",
788,"fahlman, s. e. & lebiere, c.",the cascade correlation architecture.,"in advances in neural information processing systems,",,,,,volume 2,(pp.  524532).
789,"fahlman, s. e. & lebiere, c.",the cascade-correlation learning architecture.,"in advances in neural information processing systems,","denver,",co. morgan kaufmann.,,,"volume 2,","pages 524-532,"
790,"fahlman, s. e. and lebiere, c.",,"in advances in neural information processing systems,",,morgan kaufmann.,"touretzky, d. s. ed.",,"vol. <volume> 2,",pp. 524-532.
791,"fahlman, s. e. and lebiere, c.",the cascade correlation learning architecture.,in neural information processing systems,,"morgan-kauffman,","touretzky, d. s. (ed).",,2.,pp 524-532.
792,"fahlman, s. e. and lebiere, c.",the cascade-correlation architecture.,advances in neural information processing structures,,morgan kaufmann.,"in touretzky, d. s., editor,",,"2,",pages 524 532.
793,"fahlman, s. e. and lebiere, c.",the cascade-correlation learning algorithm.,advances in neural information processing systems,"san mateo, ca:",morgan kaufmann.,"in touretzky, d. s., editor,",,"2,",pages 525-532.
794,"fahlman, s. e. and lebiere, c.",the cascade-correlation learning architecture.,advances in neural information processing systems,,morgan kauffman.,"in touretzky (ed.),",,2.,
795,"fahlman, s. e., & lebiere, c.",,nips.,,,"touretzky, d. s. (ed),",,,pages 524-532
796,"fahlman, s. e., & lebiere, c.",the cascade-correlation architecture.,in advances in neural information processing systems,"san mateo, ca:",morgan kaufmann.,"touretzky, d. s. (ed).",,vol. 2.,
797,"fahlman, s. e., & lebiere, c.",the cascade correlation architecture.,"advances in 43 neural information processing systems,",,,,,"2,",524-532.
798,"fahlman, s. e., & lebiere, c.",the cascade correlation architecture.,"advances in neural information processing systems,",,,,,"2,",524-532.
799,"fahlman, s. e., & lebiere, c.",the cascade-correlation learning architecture.,in advances in neural information processing systems,"san mateo, ca:",morgan kaufmann.,d. s. touretzky (ed.),,vol. 2).,
800,"fahlman, s. e., & lebiere, c.",the cascade-correlation learning architecture.,in advances in neural information processing systems,,morgan kaufmann.,,,2.,
801,"fahlman, s. e., & lebiere, c.",the cascade-correlation learning architecture.,advances in neural information processing systems,"san mateo, ca.","morgan kaufmann,","in touretzky, d. s. (ed.),",,"2,",pp. 524-532.
802,"fahlman, s. e., and lebiere, c.",the cascade-correlation learning architecture.,advances in neural information processing systems,"san mateo, ca:",morgan kaufmann.,"in touretzky, d. s., editor,",,"2,",524-532.
803,"fahlman, s. and lebiere c.",the cascade correlation learning architecture.,,,,,,,
804,"fahlman, s. and c. lebiere.",the cascade-correlation learning architecture.,"advances in neural information processing systems: proceedings of the 1989 conference,",,"morgan kauffmann,","in touretzky, d. s., editor,",,,524-532.
805,"fahlman, s. and lebiere, c.",the cascade-correlation architecture.,advances in neural information processing structures,,mor-gan kaufmann.,"in touretzky, d. s., editor,",,"2,",pages 524-532.
806,"fahlman, s., & lebiere, c.",the cascade-correlation learning architecture.,"in advances in neural information processing systems,","524-532 san mateo, ca.",morgan kaufmann.,,,"vol. 2,",pp.
807,"fahlman, s., & lebiere, c.","the cascade-correlation learning architecture. in touret-zky,","advances in neural information processing systems,","san mateo, ca.",morgan kaufmann.,"d. (ed.),",,"vol. 2,","pp. 524-532,"
808,"fahlman, s., & lebiere, c.",the cascade-correlation learning architecture.,"advances in neural information processing systems,","san mateo, ca.",morgan kaufmann.,"in touret-zky, d. (ed.),",,"vol. 2,","pp. 524-532,"
809,"fahlman, s., and lebiere, c.",the cascade-correlation learning architecture.,in advances in neural information processing systems,"denver, co.",,,,"2,",524-532.
810,"fahlman, s., and lebiere, c.",the cascade-correlation learning architecture.,in advances in neural information processing systems,"denver,",co.,,,"2,",524-532.
811,"fahlman, s.e. & lebiere, c.",the cascade-correlation architecture.,"in:advances in neural information processing systems,",,,ed. d.s. touretzky.,,,
812,"fahlman, s.e. and lebiere, c.",the cascade-correlation learning architecture.,advances in neural information processing systems,,morgan kaufmann.,,,"ii,",pp. 524-532.
813,"fahlman, s.e. and lebiere, c.,","""the cascade correlation learning architecture,""","nips,",,"morgan kaufmann,",,,"vol. 2,","pp. 524-532,"
814,"fahlmann, s. e. and lebiere, c.",the cascade-correlation learning architecture.,"in advances in neural information processing systems 2 (nips-2),","denver, colorado.",,,,,
815,s. e. fahlman & c. lebiere.,the cascade-correlation learning architecture.,advances in neural information processing systems,"san mateo, ca:",morgan kaufmann.,"in d. s. touretzky (ed.),",,"volume2,",524-532.
816,s. e. fahlman and c. lebiere.,the cascade-correlation learning architecture.,advances in neural information processing systems,,morgan kaufmann.,"in d. s. touretzky, (ed.),",,"volume2,",pages 524-532.
817,fahlman s. and lebiere c.,the cascade correlation learning architecture.,advances in neural information processing systems,,morgan kaufmann.,"in d. touretzky (ed),",,"volume2,",
818,s. fahlman and c. lebiere.,the cascade-correlation learning architecture.,in adv. in neural info. processing systems,"denver, co,",morgan kaufmann.,,,volume2,"pages 524-532,"
819,s.e. fahlman and c. lebiere.,the cascade-correlation learning architecture.,in advances in neural information processing systems,"den-ver, co,",,,,"volume2,","pages 524-532,"
820,s. fahlman and c. lebiere.,the cascade-correlation learning architecture.,advances in neural information processing systems,,"morgan kaufmann,","in d. touretzky, editor,",,volume2.,
821,s. fahlman and c. lebiere.,the cascade-correlation learning architecture.,"advances in neural information processing systems,",,"morgan kaufmann,","in d. touretzky, editor,",,"volume 2,",pages 524-532.
822,s.e. fahlman and c. lebiere.,the cascade-correlation learn-ing architecture. in d.s.,"advances in neural information processing systems,","san mateo, 1990.",morgan kaufmann.,"touretzky, editor,",,"volume 2,","pages 524-532,"
823,s.e. fahlman and c. lebiere.,the cascade-correlation learning architecture. in d.s.,"advances in neural information processing systems,","san mateo, 1990.",morgan kaufmann.,"touretzky, editor,",,"volume 2,","pages 524-532,"
824,"s. e. fahlman and c. lebiere,","the cascade-correlation learning architecture,","in advances in neural information processing systems,","denver, co",,,,"volume 2,",524-532.
825,"s. e. fahlman and c. lebiere,","the cascade-correlation learning architec ture,","in ""advances in neural information processing systems","san mateo, ca,","morgan kaufmann,","(d.  s. touretzky, ed.),",,"2""","pp. 524-532,"
826,"s. e. fahlmann, c. lebiere:","""the cascade-correlation learning architecture"",",advances in neural information processing systems,"san mateo,","morgan kaufmann,",,,"2,",
827,s. e. fahlman and c. lebiere.,the cascade-correlation architecture.,advances in neural information processing systems,,"morgan kaufmann,","in d. s. touretzky, editor,",,2.,
828,"s. fahlman and c. lebiere,","""the cascade-correlation learning architecture,""",in advances in neural information processing systems,,"morgan kaufmann,","(d. touretzky, ed.),",,"vol.  2,","pp. 524-532,"
829,s. fahlman and c. lebiere.,the cascade correlation learning algorithm.,neural information systems,,"morgan-kauffman,","in d. touretzky, editor,",,"volume2,",pages 524-532.
830,"fahlman, s.e., lebiere, c.","""the cascade-correlation architecture,""","in advances in neural information processing systems,",,morgan kaufman.,"d.s. touretzky (ed.),",,"2,","524-532,"
831,"s. e. fahlman and c. lebiere,","the cascade-correlation learning algorithm,",advances in neural information processing systems,"los altos, ca.:","morgan kauffman,","in d. s. touretzky, ed.,",,"2,","pp. 524-532,"
832,s.e. fahlman and c. lebiere.,the cascade-correlation learning architecture.,advances in neural information processing systems,,,ed. d.s. touretsky.,,"2,","524-532,"
833,s. e. fahlman and c. lebiere.,the cascade-correlation learning architecture.,advances in neural information processing systems,,"morgan kaufmann publishers, inc.,","in d. s. touretzky, editor,",,"2,",pages 524-532.
834,s. e. fahlman and c. lebiere.,the cascade-correlation learning architecture.,"advances in neural information processing systems,","san mateo, ca,",morgan kaufmann.,"in d. s. touretsky, editor,",,,"pages 524-532,"
835,s. e. fahlman and c. lebiere.,the cascade-correlation learning architecture.,"neural information processing systems,",,"morgan kauffman inc.,","in d. touretzky, editor,",,volume 2.,
836,"fahlmann, scott, c. lebiere.",the cascade-correlation learning architechture.,in advances in neural information processing,"los altos, ca.",morgan kaufmann publishers:,,,2 .,pp. 524-532.
837,"s. fahlman and c. libiere,","""the cascade correlation architecture"",",advances in neural information processing systems,"san mateo, ca)","(morgan kaufman,","in d. touretzky (ed.),",,2,p.524-532.
838,s.e. fahlman and c. lebiere.,the cascade-correlation learning architecture.,"advances in neural information processing systems,","san mateo,",morgan kaufmann.,"in d. touretzky, editor,",,"volume 2,","pages 524-532,"
839,s.e. fahlman and c. lebiere.,the cascade-correlation learning architecture.,"advances in neural information processing systems,","san mateo,",morgan kaufmann.,"in d.s. touretzky, editor,",,"volume 2,","pages 524-532,"
840,s. e. fahlman and c. lebiere.,the cascade-correlation learning architecture.,"advances in neural information processing systems,","san mateo, ca,",morgan kaufmann.,"in d. s. touretzky, editor,",,"volume 2,","pages 524-532,"
841,"fahlman, s.e. and lebiere c.",the cascade-correlation learning architecture.,"in advances in neural information processing systems ii (denver 1989),",san mateo:,morgan kaufmann.,"ed. d.s. touretzky,",,,524-532.
842,"fahlman, s.e. and lebiere, c.","the cascade-correlation learning architecture,","advances in neural information processing,","san mateo, ca:","morgan kauffman,","d.s. touretzky, (ed.)",,"vol. 2,","pp. 524-532,"
843,"s.e. fahlman and c. lebiere,","""the cascade-correlation learning architecture,""","in ad vances in neural information processing systems ii,","san mateo, ca.,","morgan kaufmann,","edited by d. touretzky,",,,"pp. 524-532,"
844,"fahlman, s. e. and lebiere, c.",the cascade-correlation learning architecture.,"advances in neural information processing systems,","san mateo, ca,","morgan kaufmann,","in touretzky, d., editor,",,"volume 2,",pages 524-532.
845,"fahlmann, scott, c. lebiere.",the cascade-correlation learning architechture.,,"los altos, ca.",morgan kaufmann publishers:,,,2.,pp. 524-532.
846,"fahlmann, scott, c. lebiere.",the cascade-correlation learning architecture.,in advances in neural information processing,"los altos, ca.",morgan kaufmann publishers:,,,2.,pp. 524-532.
847,s. e. fahlman and c. lebiere,"the cascade-correlation learning architecture,","in nips 2,","denver, colorado,","kaufmann publishers, inc.,","editors d. touretzky, m.",,,pp. 524-532.
848,scott e. fahlman and christian lebiere.,the cascade-correlation learning architec-ture.,"in [13],",,,,,,"pages 524-532,"
849,scott e. fahlman and christian lebiere.,the cascade-correlation learning architecture.,"in [9],",,,,,,"pages 524-532,"
850,s.e. fahlman and c. lebiere.,the cascade-correlation learning architecture.,advances in neural information processing systems,"san mateo, ca,","ieee, morgan kaufmann.","in d. s. touretzky, editor,",,"2,","pages 524-532,"
851,"s. fahlman and c. lebiere,","""the cascade correlation learning algorithm,""",in neural information systems,,"morgan-kauffman,","d. touretzky, ed,",,"2,",pp. 524-532.
852,"s. fahlman and c. lebiere,","""the cascade correlation learning algorithm,""",in neural information systems,,"morgan-kauffman,","ed.,  d. touretzky,",,"2,",pp. 524-532.
853,s. e. fahlman and c. lebiere.,the cascade-correlation learning architecture.,"advances in neural information processing systems,",,"morgan kaufmann,","in d. touretzky, editor,",,"volume 2,",pages 524-532.
854,s.e. fahlman and c. lebiere.,the cascade-correlation learning architecture.,advances in neural information processing systems,,"morgen kaufmann,","in d. s. touretzky, editor,",,2.,
855,scott e. fahlman and christian lebiere.,the cascade-correlation learning architecture.,"in [16],",,,,,,"pages 524-532,"
856,"fahlman, s. e., and lebiere, c.",the cascade-correlation learning architecture.,advance in neural information processing systems,"san mateo, ca:","morgan kaufmann publishers,","(ed) in touretzky, d.",,"vol 2,","524-532,"
857,"fahlman, s. and lebiere, c.",the cascade-correlation learning architecture.,advances in neural information processing systems,los altos ca.,"morgan kaufmann publishers,","in d.s. touretzky (ed.),",,2,(pp. 524-532.).
858,s. e. fahlman and c. lebiere.,the cascade-correlation architecture.,advances in neural information processing structures,"san mateo, ca,","morgan kauf mann,","in d. s. touretsky, editor,",,"2,",pages 524532.
859,s. fahlman and c. lebiere.,the cascade-correlation learning architecture.,"advances in neural information processing systems,",san mateo.,"morgan kaufmann,","in d. touretzky, editor,",,"volume 2,","pages 524-532,"
860,"s. fahlmann, c. lebiere,","the cascade-correlation learning architecture,",advances in neural information processing,"los altos, ca.",morgan kaufmann publishers:,,,"2,","pp 524-532,"
861,scott e. fahlman and christian lebiere.,the cascade-correlation learning architecture.,"in [22],",,,,,,"pages 524-532,"
862,s. fahlman and c. lebiere.,the cascade correlation learning algorithm.,neural information systems,,"morgan-kauffman,","in d. touretzky, editor,",,"2,",pages 524-532.
863,"fahlman, scott e.,","""the cascade-correlation learning architecture"",",in advances in neural information processing systems,,morgan kaufman,,,"2,",
864,"s. fahlman,","""the cascade-correlation learning architecture,""",in advances in neural information processing systems,"(san mateo, ca),","morgan kaufmann publishers,","d. touretzky, ed.",,2,"pp. 524- ed.532,"
865,s.e. fahlman and lebiere c.,; the cascaded-correlation learning architecture.,"in: advances in neural information processing systems,",,,,,"2,","524-532,"
866,scott e. fahlman and christian lebiere.,the cascade-correlation learning architecture.,in advances in neural information processing systems,,"morgan kauffman,","touretzky, ed.",,"2,",
867,scott e. fahlman and christian lebiere.,the cascade-correlation learning architecture.,"in advances in neural information processing systems ii,",,"morgan kauf-man,",,,,pages 524-532.
868,s. e. fahlman and c. lebiere.,the cascade correlation learning algorithm.,neural information processing systems,"san mateo, ca,","morgan-kauffman,","in d.s. touretzky, editor,",,"2,",pages 524-532.
869,s. fahlman and c. lebiere.,the cascade-correlation learning architecture.,"advances in neural information processing systems,","san mateo, ca,","ieee, morgan kaufmann,","in d. touretzky, editor,",,,"pages 524-532,"
870,"s.e. fahlman and c. lebiere,","""the cascade-correlation learning architecture"",",advances in neural information processing systems,"san mateo, ca,","morgan kaufmann,",,,"vol.2,","2, pp. 524-532,"
871,"s.e. fahlman and c. lebiere,","the cascade-correlation learning architecture,",advances in neural information processing systems,"san mateo, ca,","morgan kaufmann,",,,"vol.2,","2, pp. 524-532,"
872,"fahlman, s. e. & lebiere, c.",the cascade-correlation learning architecture.,advances in neural information processing systems,,morgan kauffman.,"in touretzky (ed.),",,2.,
873,"fahlman, s., and lebiere, c.,","""the cascade-correlation learning architecture,""","advances in neural information processing systems,",san francisco:,"morgan kaufmann,","in touretzky, d., (ed.),",,"2,","pp. 524-532,"
874,"fahlman, s. e. and lebiere, c.",the cascade correlation learning architecture.,in neural information systems,,"morgan-kauffman,","touretzky, d. s. (ed).",,2.,pp 524-532.
875,s. e. fahlman and lebiere c.,"the cascade-correlation learning architecture,",in neural information processing systems,"denver, colorado,","morgan kauf-mann publishers, inc.,","editors d. touretzky,",,"2,",pp. 524-532.
876,"s. e. fahlman and c. lebiere,","the cascade-correlation learning architecture,",in neural information processing systems,"denver, colorado,","morgan kaufmann publishers, inc.,","editors d. touretzky,",,"2,",pp. 524-532.
877,s. e. fahlman and c. lebiere,"the cascade-correlation learning architecture,","in advances in neural information systems ii,",,morgan kaufmann.,"d. e. touretzky, ed.",,,pp. 524-532
878,s. e. fahlman and c. lebiere.,the cascade-correlation learning architecture.,"advances in neural information processing systems (nips89),","san mateo ca,","morgan kaufmann,",,,"vol.2,","pp. 524-532,"
879,"hampson, s. and kibler, d.",plateaus and plateau search in boolean satisfiability problems: when to give up searching and start again.,"dimacs challenge on satisfiability testing,",,,,1993.,,
880,steven hampson and dennis kibler.,plateaus and plateau search in boolean satisfi-ability problems: when to give up searching and start again.,"workshop notes: 2nd dimacs challenge,",,,,1993.,,
881,"hampson, d., & kibler, s.",large plateaus and plateau search in boolean satisfia-bility problems: when to give up searching and start again.,"dimacs series in discrete mathematics and theoretical computer science: cliques, colors and satisfiability,",,american mathematical society.,"in johnson, d., & trick, m. (eds.),",(1995).,"vol.26,",pp. 437-456.
882,s. hampson and d. kibler.,plateaus and plateau search in boolean satisfiability problems: when to give up searching and start again.,dimacs challenge,,,,"1995,",,
883,"huffman, s. b., & laird, j. e.",learning procedures from interactive natural language instructions.,machine learning: proceedings of the tenth international conference.,,,"in utgoff,  p. (ed.),",(1993).,,
884,"s. b. huffman and j. e. laird,","""learning procedures from interactive natural language instructions,"" in machine learning:","proceedings of the tenth international conference,",,,"p. utgoff, editor,",1993.,,
885,scott b. huffman and john e. laird.,learning procedures from inter-active natural language instructions.,"machine learning: proceedings of the tenth international conference,",,,"in p. utgoff, editor,",1993.,,
886,scott b. huffman and john e. laird.,learning procedures from interactive natural language instructions.,"machine learning: proceedings of the tenth international conference,",,,"in p. utgoff, editor,",1993.,,
887,"s. fahlman,","""a planning system for robot construction tasks,""","artificial intelligence,",,,,,"vol. 5,","pp. 1-49,"
888,scott elliott fahlman.,a planning system for robot construction tasks.,"artificial intelligence,",,,,,5(1),"1-49,"
889,"fahlman, s. e.",a planning system for robot construction tasks.,"artificial intelligence,",,,,,"5 (1),",1-49.
890,s. e. fahlman.,a planning system for robot construction tasks.,"artificial intelligence,",,,,,5,"1-49,"
891,s fahlman.,a planning system for robot construction tasks.,"artificial intelligence,",,,,,5,"1-49,"
892,s. f. fahlman.,a planning system for robot construction tasks.,"artifical intel-lignece, 5:pp.",,,,,,"1-49,"
893,"callan, j.p. and utgoff, p.e.,","""a transformational approach to constructive induction,""","proceedings of the eight international workshop on machine learning,","evanston,",,,1991.,,"pp. 122-126,"
894,"callan, j. and utgoff, p.",a transformational approach to constructive induction.,"in proceedings of the eighth international workshop on machine learning,","northwestern university, chicago, il,",morgan kauf-mann.,,1991.,,"pages 122-126,"
895,j. callan and p. utgoff.,a transformational approach to constructive induction.,"in proceedings of the eighth international workshop on machine learning,",,"morgan kaufmann,",,1991.,,pages 122-126.
896,"j.p. callan and p.e. utgoff,",a transformational approach to constructive induction.,"proceedings of the eighth international workshop on machine learning,","san mateo, ca:","morgan kaufmann,",,,,122-126.
897,"poggio, t., fahle, m., and edelman, s.",fast perceptual learning in visual hyperacuity.,"science,",,,,,256,1018-1021.
898,"poggio, t., fahle, m., & edelman, s.",fast perceptual learning in visual hyperacuity.,"science,",,,,,"256,",1018-1021.
899,"t. poggio, m. fahle, and s. edelman.",fast per ceptual learning in visual hyperacuity.,"science,",,,,,256,"1018-1021,"
900,"poggio, t., edelman, s., and fahle, m.",learning of visual modules from examples: a framework for understanding adaptive visual performance.,"computer vision, graphics, and image processing: image understanding,",,,,,56,22-30.
901,"t. poggio, s. edelman, and m. fahle.","learning of visual modules from examples: a framework for understanding adaptive visual performance. cvgip: image understanding, special issue on purposive, qualitative, active vision,",,,,"y. aloimonos (ed.),",,56,"22-30,"
902,pazzani m. and kibler d.,the utility of knowledge in inductive learning.,"machine learning,",,,,1991.,9(1),"57-94,"
903,"moss, e., cavazos, j., stefanovic, d., utgoff, p., precup, d., scheeff, d., & brodley, c.",learning policies for local instruction scheduling.,,,,,(1997).,,
904,david s. johnson.,the np-completeness column : an outgoing guide.,"journal of algorithms,",,,,1982,(3),":381-395,"
905,"hall, r., kibler, d., wenger, e., & truxaw, c.",exploring the episodic structure of algebra story problem solving.,"cognition and instruction,",,,,(1989a).,"6,",223-283.
906,"carlson, c.; l.e.fahln.",hypertext: an introduction and survey.,in computer supported cooperative work: a book of readings.,ny:,morgan kaufmann.,ed. irene greit:,,,513
907,"usama m. fayyad, nicholas weir, and d. djorgovski. skicat:",a machine learning system for automated cataloging of large scale sky surveys.,"in ml-93 ,",,,editor: paul e. utgoff.,,,pages 112-119.
908,"s. e. fahlman, l. d. baker and j. a. boyan,","the cascade 2 learning architecture,",,"cmu-cs-tr-96-184, carnegie mellon university,",,,,,
909,"kelly, j. d. & davis, l.",a hybrid genetic algorithm for classification.,"in proceedings of the twelfth international joint conference on artificial intelligence,",sydney:,morgan kaufmann.,,(1991).,,645-650.
910,"mladenic, d.",combinatorial optimization in inductive concept learning.,"in machine learning proceedings of the tenth international conference,","san mateo, ca.","morgan kaufmann pubishers,","(p.e.utgoff, ed.),",(1993),,pp. 205-211.
911,"rudy, d., kibler, d.",learning episodes for optimization.,"proceedings of the ninth international conference on machine learning,",,morgan kaufmann.,,(1992).,,
912,"schmill, m. d.; rosenstein, m. t.; cohen, p. r.; and utgoff, p.",learning what is relevant to the effects of actions for a mobile robot.,,,,,1998.,,
913,j. s. conery and d. f. kibler.,parallelism in ai programs.,"in proceedings of international joint conference on artificial intelligence,",,,,1985.,,"pages 53-56,"
914,"utgoff, p. e., saxena, s., callan, j. p., & fawcett, t. e.","representation problems in machine learning: a proposal,",,"department of computer and information science. amherst, ma: university of massachusetts,",,,(1989).,,
915,"p.e. utgoff,",shift of bias of inductive concept learning. in r.s.,machine learning: an artificial intelligence approach,"san mateo, ca:","morgan kaufmann,","michalski, j.g. carbonell, and t.m. mitchell (eds.),",,"(vol. ii),",107-148.
916,dennis kibler (1993).,some real-world domains for learning problem solvers.,"in proceedings of kcsl93, 3rd international workshop on knowledge compilation and speedup learning (in icml93),","amherst, ma.",,,,,
917,john s. conery and dennis f. kibler.,and parallelism in logic programs.,"in proceedings of international joint conference on artificial intelligence,","karlsruhe, germany,","william kaufmann, los altos.",,1983.,,"pages 539-543,"
918,"utgoff, p.e., and p.s. heitman.",learning and generalizing move selection preferences.,"in proceedings of the aaai 1988 spring symposium series: computer game playing,","stanford, california.",,,1988.,,36-40.
